"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.008
"(0.0, 0.2)",-0.004
"(0.0, 0.3)",-0.006
"(0.0, 0.4)",0.018
"(0.0, 0.5)",0.016
"(0.0, 0.6)",-0.012
"(0.0, 0.7)",0.018
"(0.0, 0.8)",0.004
"(0.0, 0.9)",0.008
"(0.0, 1.0)",-0.008
"(0.1, 0.0)",0
"(0.1, 0.1)",0.032
"(0.1, 0.2)",-0.012
"(0.1, 0.3)",-0.026
"(0.1, 0.4)",0
"(0.1, 0.5)",-0.028
"(0.1, 0.6)",-0.036
"(0.1, 0.7)",-0.016
"(0.1, 0.8)",-0.028
"(0.1, 0.9)",-0.02
"(0.1, 1.0)",-0.024
"(0.2, 0.0)",0
"(0.2, 0.1)",0.024
"(0.2, 0.2)",-0.024
"(0.2, 0.3)",-0.02
"(0.2, 0.4)",-0.036
"(0.2, 0.5)",-0.046
"(0.2, 0.6)",-0.016
"(0.2, 0.7)",-0.002
"(0.2, 0.8)",-0.03
"(0.2, 0.9)",-0.016
"(0.2, 1.0)",-0.018
"(0.3, 0.0)",0
"(0.3, 0.1)",0.028
"(0.3, 0.2)",0.004
"(0.3, 0.3)",-0.04
"(0.3, 0.4)",-0.016
"(0.3, 0.5)",-0.05
"(0.3, 0.6)",-0.032
"(0.3, 0.7)",-0.034
"(0.3, 0.8)",-0.046
"(0.3, 0.9)",-0.04
"(0.3, 1.0)",-0.042
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.012
"(0.4, 0.2)",-0.02
"(0.4, 0.3)",-0.022
"(0.4, 0.4)",-0.016
"(0.4, 0.5)",-0.02
"(0.4, 0.6)",-0.088
"(0.4, 0.7)",-0.078
"(0.4, 0.8)",-0.052
"(0.4, 0.9)",-0.036
"(0.4, 1.0)",-0.048
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.022
"(0.5, 0.2)",-0.002
"(0.5, 0.3)",-0.064
"(0.5, 0.4)",-0.008
"(0.5, 0.5)",-0.06
"(0.5, 0.6)",-0.036
"(0.5, 0.7)",-0.024
"(0.5, 0.8)",-0.012
"(0.5, 0.9)",0
"(0.5, 1.0)",-0.014
"(0.6, 0.0)",0
"(0.6, 0.1)",0.02
"(0.6, 0.2)",-0.03
"(0.6, 0.3)",-0.012
"(0.6, 0.4)",0.012
"(0.6, 0.5)",-0.022
"(0.6, 0.6)",-0.002
"(0.6, 0.7)",-0.034
"(0.6, 0.8)",-0.02
"(0.6, 0.9)",-0.038
"(0.6, 1.0)",-0.008
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.008
"(0.7, 0.2)",-0.032
"(0.7, 0.3)",-0.022
"(0.7, 0.4)",0.004
"(0.7, 0.5)",0
"(0.7, 0.6)",-0.022
"(0.7, 0.7)",-0.042
"(0.7, 0.8)",-0.014
"(0.7, 0.9)",-0.022
"(0.7, 1.0)",-0.048
"(0.8, 0.0)",0
"(0.8, 0.1)",0.006
"(0.8, 0.2)",0.014
"(0.8, 0.3)",-0.008
"(0.8, 0.4)",-0.004
"(0.8, 0.5)",0
"(0.8, 0.6)",-0.02
"(0.8, 0.7)",0.006
"(0.8, 0.8)",-0.004
"(0.8, 0.9)",-0.002
"(0.8, 1.0)",-0.018
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.016
"(0.9, 0.2)",0.008
"(0.9, 0.3)",0.002
"(0.9, 0.4)",-0.002
"(0.9, 0.5)",0.012
"(0.9, 0.6)",-0.026
"(0.9, 0.7)",0.018
"(0.9, 0.8)",0.01
"(0.9, 0.9)",-0.006
"(0.9, 1.0)",-0.01
"(1.0, 0.0)",0
"(1.0, 0.1)",0.008
"(1.0, 0.2)",0.008
"(1.0, 0.3)",0.004
"(1.0, 0.4)",0.008
"(1.0, 0.5)",-0.002
"(1.0, 0.6)",-0.014
"(1.0, 0.7)",-0.016
"(1.0, 0.8)",-0.002
"(1.0, 0.9)",0.004
"(1.0, 1.0)",-0.02
